City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Owando,CG,-0.4819,15.8999,74.95,64,81,2.13,broken clouds
461,Matay,EG,28.419,30.7792,81.64,39,3,7.23,clear sky
462,Butig,PH,7.7244,124.3008,82.02,60,100,7.09,overcast clouds
463,Lauria,IT,40.0465,15.8358,70.47,76,1,2.55,clear sky
464,Salalah,OM,17.0151,54.0924,77.09,94,90,3.44,light intensity drizzle
465,Les Cayes,HT,18.2,-73.75,78.62,82,39,3.65,scattered clouds
466,Batagay,RU,67.6333,134.6333,74.7,26,0,2.04,clear sky
467,Haapiti,PF,-17.5667,-149.8667,78.53,62,9,9.78,clear sky
468,Pacific Grove,US,36.6177,-121.9166,65.25,82,34,1.99,scattered clouds
469,Ancona,IT,43.55,13.1667,74.34,55,62,5.75,broken clouds
470,Walcz,PL,53.2779,16.4712,56.1,97,81,8.3,broken clouds
471,Makhinjauri,GE,41.6739,41.694,73.26,88,75,8.05,broken clouds
472,Grand Gaube,MU,-20.0064,57.6608,68.4,82,6,5.01,light rain
473,Ferlach,AT,46.5269,14.3019,62.26,74,75,3.44,broken clouds
474,Khislavichi,RU,54.1871,32.1582,65.93,91,91,7.18,moderate rain
475,Sosnovo-Ozerskoye,RU,52.5249,111.5418,72.3,40,10,6.31,clear sky
476,Ginir,ET,7.1333,40.7,57.99,74,75,10.8,broken clouds
477,Cabo San Lucas,MX,22.8909,-109.9124,87.51,74,17,5.99,few clouds
478,Hofn,IS,64.2539,-15.2082,53.42,92,100,3.29,overcast clouds
479,Plymouth,US,41.8334,-70.8328,67.87,79,75,0.0,broken clouds
480,Qingquan,CN,30.4511,115.2559,95.02,56,0,4.21,light rain
481,Moose Factory,CA,51.2585,-80.6094,51.8,93,90,8.05,overcast clouds
482,Codrington,AU,-38.2667,141.9667,57.83,67,12,20.62,few clouds
483,Nsanje,MW,-16.92,35.262,58.15,89,0,0.45,clear sky
484,Alofi,NU,-19.0595,-169.9187,78.69,65,14,16.11,few clouds
485,Ixtapa,MX,20.7,-105.2,77.31,93,57,2.33,broken clouds
486,Linkuva,LT,56.0856,23.9725,61.47,97,100,4.76,overcast clouds
487,Ust-Kuyga,RU,70.0167,135.6,71.67,27,0,7.76,clear sky
488,Lebyazhye,RU,55.2689,66.4947,70.88,58,88,11.59,overcast clouds
489,Caravelas,BR,-17.7125,-39.2481,66.99,74,74,8.12,broken clouds
490,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.9,87,39,10.98,scattered clouds
491,Tyulyachi,RU,55.8913,50.2399,73.6,59,59,7.25,broken clouds
492,Mezhova,UA,48.2532,36.7347,75.43,57,1,1.68,clear sky
493,Ta Khmau,KH,11.4833,104.95,91.45,55,40,17.27,scattered clouds
494,Kuntaur,GM,13.6667,-14.8833,75.38,92,100,7.07,overcast clouds
495,Cedral,MX,23.8,-100.7333,69.03,64,96,9.31,overcast clouds
496,Avera,US,33.194,-82.5271,84.07,79,19,6.02,few clouds
497,Itarema,BR,-2.9248,-39.9167,75.11,63,41,8.12,scattered clouds
498,Celestun,MX,20.8667,-90.4,81.28,79,86,11.95,overcast clouds
499,Curuca,BR,-0.7289,-47.8481,71.69,92,53,3.2,broken clouds
500,Baherden,TM,38.4362,57.4316,90.12,11,2,10.89,clear sky
501,Kirakira,SB,-10.4544,161.9205,79.47,73,100,9.64,overcast clouds
502,Vila,PT,42.0304,-8.1588,55.33,94,84,3.15,broken clouds
503,Ejutla De Crespo,MX,16.5667,-96.7333,65.91,85,99,3.29,overcast clouds
504,Olafsvik,IS,64.8945,-23.7142,53.26,89,80,3.36,broken clouds
505,Shiloh,US,38.5614,-89.8973,73.08,96,1,0.0,clear sky
506,Northam,GB,51.0333,-4.2167,55.38,87,49,3.8,scattered clouds
507,Tagusao,PH,9.1924,117.8141,86.92,70,32,18.9,scattered clouds
508,Wamba,NG,8.9333,8.6,68.99,94,100,3.62,overcast clouds
509,Larkollen,NO,59.3339,10.6656,56.26,61,90,9.22,overcast clouds
510,Pontianak,ID,-0.0333,109.3333,84.18,84,75,6.91,broken clouds
511,Biankouma,CI,7.7391,-7.6138,69.04,96,86,2.01,overcast clouds
512,Anrochte,DE,51.5667,8.3333,55.74,96,89,4.85,overcast clouds
513,Seversk,RU,56.6006,84.8864,70.75,73,74,1.79,broken clouds
514,Lompoc,US,34.6391,-120.4579,69.39,75,1,9.22,clear sky
515,Kungurtug,RU,50.5994,97.5228,52.36,87,100,7.72,overcast clouds
516,Aketi,CD,2.7388,23.7833,70.99,88,100,1.32,overcast clouds
517,Arauco,CL,-37.2463,-73.3175,48.22,59,6,5.46,clear sky
518,Dimitrovgrad,RU,54.2139,49.6184,66.25,50,19,4.54,few clouds
519,Ponerihouen,NC,-21.0833,165.4,71.76,47,0,5.12,clear sky
520,Gezing,AT,47.9178,13.1299,56.01,99,75,8.05,broken clouds
521,Nobres,BR,-14.7203,-56.3275,70.12,37,0,4.5,clear sky
522,Hobyo,SO,5.3505,48.5268,77.25,77,6,20.92,clear sky
523,Rochefort,FR,45.9167,-1.0,60.85,91,20,4.94,few clouds
524,Sitka,US,57.0531,-135.33,62.49,72,75,4.61,broken clouds
525,Ewa Beach,US,21.3156,-158.0072,85.95,51,1,13.8,clear sky
526,Praia,CV,14.9215,-23.5087,75.74,78,20,3.44,few clouds
527,Umea,SE,63.8284,20.2597,51.73,66,75,9.22,broken clouds
528,Alugan,PH,12.2188,125.4808,92.21,53,100,7.92,overcast clouds
529,Lac Du Bonnet,CA,50.2536,-96.0612,65.59,56,8,2.95,clear sky
530,Husavik,IS,66.0449,-17.3389,49.91,73,100,1.39,overcast clouds
531,Pisco,PE,-13.7,-76.2167,62.65,82,90,8.05,overcast clouds
532,Tshikapa,CD,-6.4167,20.8,65.5,33,25,1.66,scattered clouds
533,Aginskoye,RU,51.1,114.53,75.65,51,9,9.22,clear sky
534,Locri,IT,38.2414,16.2623,86.58,58,38,11.72,scattered clouds
535,Tuxpan,MX,19.55,-103.4,66.7,95,60,2.66,broken clouds
536,Komsomolskiy,UZ,40.4272,71.7189,83.12,34,11,4.61,few clouds
537,Hargeysa,SO,9.56,44.065,66.61,68,25,29.26,scattered clouds
538,Bajil,YE,15.0584,43.2851,89.08,50,100,3.42,overcast clouds
539,Dordrecht,NL,51.81,4.6736,59.05,89,26,3.29,scattered clouds
540,Strezhevoy,RU,60.7333,77.5889,58.98,62,100,9.51,overcast clouds
541,Baglan,AF,36.1307,68.7083,90.37,15,0,2.75,clear sky
542,Jieshi,CN,22.8134,115.8257,90.95,71,76,10.45,broken clouds
543,Caceres,ES,39.522,-6.3748,62.8,88,99,3.67,overcast clouds
544,Souillac,MU,-20.5167,57.5167,68.38,83,75,10.36,broken clouds
545,Tutoia,BR,-2.7619,-42.2744,75.94,87,55,3.58,broken clouds
546,Gistrup,DK,56.9943,9.9909,56.91,92,40,1.01,scattered clouds
547,Saint-Pierre,RE,-21.3393,55.4781,69.44,60,75,4.61,broken clouds
548,Stephenville,US,32.2207,-98.2023,75.92,90,1,0.0,light rain
549,Kpandu,GH,6.9954,0.2931,72.27,88,81,4.7,broken clouds
550,Utena,LT,55.5,25.6,59.4,97,100,9.91,overcast clouds
551,Vyshneve,UA,50.3891,30.3705,74.05,73,0,4.47,clear sky
552,Eureka,US,40.8021,-124.1637,58.19,80,26,3.0,scattered clouds
553,Eyl,SO,7.9803,49.8164,79.88,67,37,29.28,scattered clouds
554,Plettenberg Bay,ZA,-34.0527,23.3716,57.87,85,100,3.44,light rain
555,Salsomaggiore Terme,IT,44.8148,9.9796,63.91,89,5,3.0,clear sky
556,Clyde River,CA,70.4692,-68.5914,41.23,87,90,17.27,overcast clouds
557,Bhadasar,IN,28.2833,74.3167,87.51,65,92,14.88,overcast clouds
558,Villa Alemana,CL,-33.0422,-71.3733,67.05,81,0,3.44,clear sky
559,Ormara,PK,25.2088,64.6357,82.22,84,96,15.17,overcast clouds
560,Tingi,TZ,-11.3,35.0333,54.73,78,48,3.49,scattered clouds
561,Tessalit,ML,20.1986,1.0114,84.94,47,88,12.97,overcast clouds
562,Kaeo,NZ,-35.1,173.7833,64.33,56,16,9.91,few clouds
563,Port Hedland,AU,-20.3167,118.5667,75.25,23,0,19.57,clear sky
564,Palmer,US,42.1584,-72.3287,66.13,84,90,0.0,overcast clouds
565,Kaseda,JP,31.4167,130.3167,90.63,66,97,12.41,overcast clouds
566,Toyooka,JP,35.5333,134.8333,93.31,55,75,6.91,broken clouds
567,Myitkyina,MM,25.3833,97.4,84.24,70,55,3.33,broken clouds
568,Milkovo,RU,54.7167,158.6167,65.39,55,79,4.38,broken clouds
569,Kalianget,ID,-7.05,113.9333,85.03,59,61,6.8,broken clouds
570,Taltal,CL,-25.4,-70.4833,56.84,77,39,2.26,scattered clouds
571,Reconquista,AR,-29.15,-59.65,48.83,72,0,5.55,clear sky
572,Xining,CN,36.6167,101.7667,78.94,37,58,9.04,broken clouds
573,Darhan,MN,49.4867,105.9228,70.93,71,100,9.73,overcast clouds
574,Takoradi,GH,4.8845,-1.7554,74.34,92,6,5.14,clear sky
575,Zdvinsk,RU,54.7021,78.661,75.04,52,81,6.04,broken clouds
576,Saldanha,ZA,-33.0117,17.9442,46.45,87,27,7.14,scattered clouds
577,Bouza,NE,14.4229,6.0428,80.67,67,78,15.99,broken clouds
578,Bridlington,GB,54.0831,-0.1919,55.58,73,45,9.04,scattered clouds
579,Knyaginino,RU,55.8228,45.0349,70.21,63,84,7.47,broken clouds
580,Ayan,RU,56.45,138.1667,56.64,83,99,25.64,overcast clouds
581,Nalut,LY,30.3333,10.85,83.88,16,6,8.7,clear sky
582,Altamira,BR,-3.2033,-52.2064,70.86,84,18,2.64,few clouds
583,Moyale,KE,3.5167,39.0584,63.36,73,100,12.75,overcast clouds
584,Smidovich,RU,48.6,133.8167,79.21,58,71,7.92,broken clouds
585,Puerto Narino,CO,-3.7703,-70.3831,73.35,70,93,0.49,overcast clouds
586,Kudahuvadhoo,MV,2.6708,72.8944,81.99,73,71,7.49,broken clouds
587,Sabang,ID,5.8933,95.3214,83.53,71,98,20.94,overcast clouds
588,Zhaotong,CN,27.3167,103.7167,75.33,42,0,3.2,clear sky
589,Bondoukou,CI,8.0333,-2.8,68.05,99,33,3.8,scattered clouds
590,Camacupa,AO,-12.0167,17.4833,51.26,42,20,3.69,few clouds
591,Buraydah,SA,26.326,43.975,81.05,8,6,10.6,clear sky
592,Bardiyah,LY,31.7561,25.0865,77.85,84,0,11.86,clear sky
593,Santana Do Livramento,BR,-30.8908,-55.5328,43.25,92,0,5.01,clear sky
594,Coihaique,CL,-45.5752,-72.0662,48.15,81,40,4.61,light rain
595,Ushtobe,KZ,45.2514,77.9838,91.6,13,0,16.69,clear sky
596,Port Moresby,PG,-9.4431,147.1797,85.42,54,20,17.27,haze
597,Kutum,SD,14.2,24.6667,69.35,81,89,18.7,overcast clouds
598,Phuket,TH,8.0,98.25,86.22,74,40,16.11,scattered clouds
599,Mount Pleasant,US,32.7941,-79.8626,84.2,80,20,1.99,few clouds
600,Swan River,CA,52.1058,-101.2676,64.29,72,47,2.3,scattered clouds
601,Lorengau,PG,-2.0226,147.2712,85.55,70,52,9.98,broken clouds
602,Olinda,BR,-8.0089,-34.8553,73.13,83,40,9.22,scattered clouds
603,Zhigansk,RU,66.7697,123.3711,79.41,40,2,13.73,clear sky
604,Viransehir,TR,37.2353,39.7631,89.42,26,92,13.02,overcast clouds
605,Port Augusta,AU,-32.5,137.7667,62.74,45,83,27.47,broken clouds
606,Sohag,EG,26.557,31.6948,84.49,18,11,5.82,few clouds
607,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,80,75,14.97,broken clouds
608,Finschhafen,PG,-6.6024,147.8681,81.1,77,61,9.42,broken clouds
609,Mildura,AU,-34.2,142.15,62.56,48,0,21.85,clear sky
610,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,72.21,82,18,12.8,few clouds
611,Shache,CN,38.4167,77.2406,70.75,49,100,11.45,overcast clouds
612,Grafton,US,42.207,-71.6856,66.78,88,90,9.22,overcast clouds
613,Merzifon,TR,40.8733,35.4631,58.46,82,20,4.61,few clouds
614,Natal,BR,-5.795,-35.2094,75.85,78,0,10.36,clear sky
615,Padilla,CO,3.2204,-76.3139,71.17,73,100,4.23,overcast clouds
616,Constantine,DZ,36.365,6.6147,69.21,88,0,4.61,clear sky
617,Black River,JM,18.0264,-77.8487,80.6,81,98,4.14,overcast clouds
618,Havelock,US,34.8791,-76.9013,78.94,94,28,3.0,scattered clouds
619,Galich,RU,58.3797,42.3475,63.93,94,100,4.25,overcast clouds
620,Luwuk,ID,-0.9516,122.7875,85.26,69,14,5.12,few clouds
621,Zhangye,CN,38.9342,100.4517,67.26,56,100,15.03,light rain
622,Saint-Augustin,CA,51.226,-58.6502,55.2,84,96,9.6,overcast clouds
623,Maniitsoq,GL,65.4167,-52.9,48.33,76,100,2.59,overcast clouds
624,Allanridge,ZA,-27.7543,26.6438,43.2,35,3,4.79,clear sky
625,Penzance,GB,50.1186,-5.5371,58.21,79,48,8.32,scattered clouds
626,Kralendijk,BQ,12.15,-68.2667,82.38,83,3,16.11,clear sky
627,Necochea,AR,-38.5473,-58.7368,37.04,67,0,9.46,clear sky
628,Farias Brito,BR,-6.9306,-39.5656,72.28,72,10,10.07,clear sky
629,Seoul,KR,37.5683,126.9778,83.59,76,90,8.05,light rain
630,Karasjok,NO,69.4719,25.5112,42.91,91,100,6.71,overcast clouds
631,La Libertad,EC,-2.2333,-80.9,69.71,83,95,11.48,overcast clouds
632,Ulaanbaatar,MN,47.9077,106.8832,57.33,88,40,15.66,scattered clouds
633,Ifakara,TZ,-8.1333,36.6833,64.8,91,46,2.01,light rain
634,Leningradskiy,RU,69.3833,178.4167,33.44,99,100,17.07,snow
635,Lisakovsk,KZ,52.5369,62.4936,78.85,46,22,4.81,few clouds
636,Haines Junction,CA,60.7522,-137.5108,78.75,31,65,5.75,broken clouds
637,Sarankhola,BD,22.3082,89.7897,80.28,91,100,3.94,overcast clouds
638,Kokkola,FI,63.8385,23.1307,60.93,84,0,5.75,clear sky
639,Peniche,PT,39.3558,-9.3811,69.76,95,77,5.12,broken clouds
640,Brigantine,US,39.4101,-74.3646,69.03,91,35,6.51,scattered clouds
641,Luganville,VU,-15.5333,167.1667,74.34,64,49,10.56,scattered clouds
642,Melipilla,CL,-33.7,-71.2167,68.41,41,0,2.64,clear sky
643,Vostok,RU,46.4856,135.8833,85.28,43,58,4.45,broken clouds
644,Manati,PR,18.4275,-66.4921,80.58,90,31,6.93,scattered clouds
645,Kahului,US,20.8947,-156.47,83.46,68,20,28.77,few clouds
646,Dawlatabad,AF,36.4141,64.9053,89.42,12,0,9.15,clear sky
647,Kimberley,ZA,-28.7323,24.7623,35.29,60,0,3.44,clear sky
648,Lagos,NG,6.5833,3.75,77.32,90,100,1.97,overcast clouds
649,Wloclawek,PL,52.6482,19.0678,58.33,92,100,9.6,overcast clouds
650,Whitehorse,CA,60.7161,-135.0538,86.02,21,20,3.44,few clouds
651,Kampene,CD,-3.6,26.6667,72.81,51,97,1.66,overcast clouds
652,Namatanai,PG,-3.6667,152.4333,82.31,78,36,8.55,light rain
653,Port Hardy,CA,50.6996,-127.4199,60.98,82,75,10.36,broken clouds
654,Bubaque,GW,11.2833,-15.8333,78.87,84,90,19.98,moderate rain
655,Borovskoy,KZ,53.8,64.15,75.38,52,71,5.55,broken clouds
656,Ostroleka,PL,53.0862,21.5757,59.94,94,100,8.93,light rain
657,La Romana,DO,18.4273,-68.9728,82.13,89,62,10.76,broken clouds
658,Kavaratti,IN,10.5669,72.642,82.4,74,54,15.52,broken clouds
659,Namuac,PH,18.6109,121.1657,89.06,65,100,12.68,moderate rain
660,Guatire,VE,10.4762,-66.5427,77.5,94,41,4.43,scattered clouds
661,Valparaiso,CL,-33.0393,-71.6273,50.47,80,0,3.44,clear sky
662,Sechura,PE,-5.5569,-80.8222,65.8,77,0,9.82,clear sky
663,North Platte,US,41.1239,-100.7654,71.02,66,1,3.0,clear sky
664,Fernandez,AR,-27.9204,-63.8935,46.22,52,0,8.25,clear sky
665,Awjilah,LY,29.1081,21.2869,81.45,40,1,5.86,clear sky
666,Kinablangan,PH,7.6947,126.5503,86.83,70,97,8.01,overcast clouds
667,Boa Vista,BR,2.8197,-60.6733,75.18,88,90,6.91,overcast clouds
668,Aksarka,RU,66.5606,67.7975,61.99,78,86,6.98,overcast clouds
669,Leshukonskoye,RU,64.8989,45.7622,59.32,87,98,1.92,light rain
670,Abu Dhabi,AE,24.4667,54.3667,91.42,43,0,1.14,clear sky
671,Kindu,CD,-2.95,25.95,69.76,65,72,2.48,broken clouds
672,Raga,SS,8.4596,25.678,67.87,95,100,3.98,overcast clouds
673,Soe,ID,-9.8607,124.284,83.39,40,33,10.13,scattered clouds
674,Stokmarknes,NO,68.5646,14.9108,50.49,84,100,9.73,light rain
675,Senges,BR,-24.1128,-49.4636,50.13,94,91,4.27,overcast clouds
676,Kasongo-Lunda,CD,-6.4667,16.8167,63.14,53,44,2.46,scattered clouds
677,Dunedin,NZ,-45.8742,170.5036,50.81,76,100,8.99,overcast clouds
678,Puerto Parra,CO,6.6515,-74.0573,71.47,93,100,1.97,overcast clouds
679,Mandalgovi,MN,45.7625,106.2708,73.29,30,82,18.68,broken clouds
680,Santa Marta,CO,11.2408,-74.199,86.05,72,40,5.01,scattered clouds
681,Ito,JP,34.9667,139.0833,86.77,72,86,1.01,overcast clouds
682,Takaungu,KE,-3.6837,39.8566,75.29,87,16,12.28,few clouds
683,Tekirdag,TR,40.978,27.5085,70.95,53,0,2.57,clear sky
684,Acaponeta,MX,22.4964,-105.3594,77.45,90,95,3.38,overcast clouds
685,Samana,DO,19.2056,-69.3369,78.71,86,100,8.39,overcast clouds
686,Nioro,GM,13.35,-15.75,74.75,95,85,6.44,overcast clouds
687,La Cruz,MX,23.9167,-106.9,80.49,75,100,7.92,overcast clouds
688,Lethem,GY,3.3803,-59.7968,73.02,97,100,3.22,overcast clouds
689,Ban Chang,TH,12.7254,101.0553,86.49,74,20,11.5,few clouds
